Data,Hora,Planta,Sensor,Umidade_Solo (%),Temperatura_Ar (°C),Umidade_Ar (%)
2024-12-07,12:30:00,Couve,4,69.18,26.44,57.97
2024-12-07,13:00:00,Alface Roxa,1,71.01,26.13,55.16
2024-12-07,13:00:00,Rúcula,2,68.29,26.13,55.16
2024-12-07,13:00:00,Cebolinha,3,65.21,26.13,55.16
2024-12-07,13:00:00,Couve,4,67.35,26.13,55.16
2024-12-07,13:30:00,Alface Roxa,1,68.9,27.22,52.37
2024-12-07,13:30:00,Rúcula,2,66.15,27.22,52.37
2024-12-07,13:30:00,Cebolinha,3,62.95,27.22,52.37
2024-12-07,13:30:00,Couve,4,65.61,27.22,52.37
2024-12-07,14:00:00,Alface Roxa,1,66.93,26.05,56.06
2024-12-07,14:00:00,Rúcula,2,63.47,26.05,56.06
2024-12-07,14:00:00,Cebolinha,3,61.43,26.05,56.06
2024-12-07,14:00:00,Couve,4,63.43,26.05,56.06
2024-12-07,14:30:00,Alface Roxa,1,63.95,25.72,44.84
2024-12-07,14:30:00,Rúcula,2,61.49,25.72,44.84
2024-12-07,14:30:00,Cebolinha,3,58.59,25.72,44.84
2024-12-07,14:30:00,Couve,4,61.9,25.72,44.84
2024-12-07,15:00:00,Alface Roxa,1,61.48,26.15,54.31
2024-12-07,15:00:00,Rúcula,2,58.6,26.15,54.31
2024-12-07,15:00:00,Cebolinha,3,55.87,26.15,54.31
2024-12-07,15:00:00,Couve,4,59.01,26.15,54.31
2024-12-07,15:30:00,Alface Roxa,1,60.23,24.02,44.78
2024-12-07,15:30:00,Rúcula,2,57.26,24.02,44.78
2024-12-07,15:30:00,Cebolinha,3,54.39,24.02,44.78
2024-12-07,15:30:00,Couve,4,57.82,24.02,44.78
2024-12-07,16:00:00,Alface Roxa,1,58.54,24.31,55.23
2024-12-07,16:00:00,Rúcula,2,55.96,24.31,55.23
2024-12-07,16:00:00,Cebolinha,3,53.47,24.31,55.23
2024-12-07,16:00:00,Couve,4,56.02,24.31,55.23
2024-12-07,16:30:00,Alface Roxa,1,56.1,26.33,54.77
2024-12-07,16:30:00,Rúcula,2,52.57,26.33,54.77
2024-12-07,16:30:00,Cebolinha,3,50.72,26.33,54.77
2024-12-07,16:30:00,Couve,4,54.03,26.33,54.77
2024-12-07,17:00:00,Alface Roxa,1,53.89,25.95,52.97
2024-12-07,17:00:00,Rúcula,2,49.99,25.95,52.97
2024-12-07,17:00:00,Cebolinha,3,47.22,25.95,52.97
2024-12-07,17:00:00,Couve,4,50.96,25.95,52.97
2024-12-07,17:30:00,Alface Roxa,1,50.8,27.57,50.61
2024-12-07,17:30:00,Rúcula,2,47.28,27.57,50.61
2024-12-07,17:30:00,Cebolinha,3,43.86,27.57,50.61
2024-12-07,17:30:00,Couve,4,46.89,27.57,50.61
2024-12-07,18:00:00,Alface Roxa,1,50.35,23.81,84.36
2024-12-07,18:00:00,Rúcula,2,47.15,23.81,84.36
2024-12-07,18:00:00,Cebolinha,3,43.53,23.81,84.36
2024-12-07,18:00:00,Couve,4,46.44,23.81,84.36
2024-12-07,18:30:00,Alface Roxa,1,49.95,21.17,75.64
2024-12-07,18:30:00,Rúcula,2,46.63,21.17,75.64
2024-12-07,18:30:00,Cebolinha,3,43.4,21.17,75.64
2024-12-07,18:30:00,Couve,4,45.99,21.17,75.64
2024-12-07,19:00:00,Alface Roxa,1,49.72,22.58,74.07
2024-12-07,19:00:00,Rúcula,2,46.06,22.58,74.07
2024-12-07,19:00:00,Cebolinha,3,42.88,22.58,74.07
2024-12-07,19:00:00,Couve,4,45.4,22.58,74.07
2024-12-07,19:30:00,Alface Roxa,1,49.46,22.88,80.93
2024-12-07,19:30:00,Rúcula,2,45.61,22.88,80.93
2024-12-07,19:30:00,Cebolinha,3,42.43,22.88,80.93
2024-12-07,19:30:00,Couve,4,44.8,22.88,80.93
2024-12-07,20:00:00,Alface Roxa,1,49.03,20.6,88.43
2024-12-07,20:00:00,Rúcula,2,45.46,20.6,88.43
2024-12-07,20:00:00,Cebolinha,3,42.13,20.6,88.43
2024-12-07,20:00:00,Couve,4,44.17,20.6,88.43
2024-12-07,20:30:00,Alface Roxa,1,48.88,22.88,82.25
2024-12-07,20:30:00,Rúcula,2,45.14,22.88,82.25
2024-12-07,20:30:00,Cebolinha,3,41.63,22.88,82.25
2024-12-07,20:30:00,Couve,4,43.69,22.88,82.25
2024-12-07,21:00:00,Alface Roxa,1,48.7,22.2,71.58
2024-12-07,21:00:00,Rúcula,2,44.73,22.2,71.58
2024-12-07,21:00:00,Cebolinha,3,40.94,22.2,71.58
2024-12-07,21:00:00,Couve,4,43.08,22.2,71.58
2024-12-07,21:30:00,Alface Roxa,1,48.46,22.98,82.89
2024-12-07,21:30:00,Rúcula,2,44.55,22.98,82.89
2024-12-07,21:30:00,Cebolinha,3,40.75,22.98,82.89
2024-12-07,21:30:00,Couve,4,42.57,22.98,82.89
2024-12-07,22:00:00,Alface Roxa,1,48.09,22.17,85.93
2024-12-07,22:00:00,Rúcula,2,44.23,22.17,85.93
2024-12-07,22:00:00,Cebolinha,3,40.56,22.17,85.93
2024-12-07,22:00:00,Couve,4,41.86,22.17,85.93
2024-12-07,22:30:00,Alface Roxa,1,47.43,22.72,79.15
2024-12-07,22:30:00,Rúcula,2,44.04,22.72,79.15
2024-12-07,22:30:00,Cebolinha,3,40.11,22.72,79.15
2024-12-07,22:30:00,Couve,4,41.2,22.72,79.15
2024-12-07,23:00:00,Alface Roxa,1,47.08,21.02,81.76
2024-12-07,23:00:00,Rúcula,2,43.66,21.02,81.76
2024-12-07,23:00:00,Cebolinha,3,39.65,21.02,81.76
2024-12-07,23:00:00,Couve,4,40.43,21.02,81.76
2024-12-07,23:30:00,Alface Roxa,1,46.45,23.12,77.43
2024-12-07,23:30:00,Rúcula,2,43.32,23.12,77.43
2024-12-07,23:30:00,Cebolinha,3,39.3,23.12,77.43
2024-12-07,23:30:00,Couve,4,40.15,23.12,77.43
2024-12-08,00:00:00,Alface Roxa,1,45.95,23.54,71.89
2024-12-08,00:00:00,Rúcula,2,42.86,23.54,71.89
2024-12-08,00:00:00,Cebolinha,3,38.71,23.54,71.89
2024-12-08,00:00:00,Couve,4,39.81,23.54,71.89
2024-12-08,00:30:00,Alface Roxa,1,45.35,22.44,84.51
2024-12-08,00:30:00,Rúcula,2,42.55,22.44,84.51
2024-12-08,00:30:00,Cebolinha,3,38.01,22.44,84.51
2024-12-08,00:30:00,Couve,4,39.61,22.44,84.51
2024-12-08,01:00:00,Alface Roxa,1,44.75,20.68,84.8
2024-12-08,01:00:00,Rúcula,2,42.26,20.68,84.8
2024-12-08,01:00:00,Cebolinha,3,37.13,20.68,84.8
2024-12-08,01:00:00,Couve,4,38.82,20.68,84.8
2024-12-08,01:30:00,Alface Roxa,1,44.14,23.11,78.62
2024-12-08,01:30:00,Rúcula,2,41.57,23.11,78.62
2024-12-08,01:30:00,Cebolinha,3,36.67,23.11,78.62
2024-12-08,01:30:00,Couve,4,38.6,23.11,78.62
2024-12-08,02:00:00,Alface Roxa,1,43.72,21.85,71.57
2024-12-08,02:00:00,Rúcula,2,40.7,21.85,71.57
2024-12-08,02:00:00,Cebolinha,3,35.96,21.85,71.57
2024-12-08,02:00:00,Couve,4,37.84,21.85,71.57
2024-12-08,02:30:00,Alface Roxa,1,42.97,20.49,78.18
2024-12-08,02:30:00,Rúcula,2,40.28,20.49,78.18
2024-12-08,02:30:00,Cebolinha,3,35.09,20.49,78.18
2024-12-08,02:30:00,Couve,4,37.29,20.49,78.18
2024-12-08,03:00:00,Alface Roxa,1,42.44,20.66,80.56
2024-12-08,03:00:00,Rúcula,2,39.38,20.66,80.56
2024-12-08,03:00:00,Cebolinha,3,34.19,20.66,80.56
2024-12-08,03:00:00,Couve,4,36.38,20.66,80.56
2024-12-08,03:30:00,Alface Roxa,1,42.12,21.27,85.14
2024-12-08,03:30:00,Rúcula,2,39.12,21.27,85.14
2024-12-08,03:30:00,Cebolinha,3,33.8,21.27,85.14
2024-12-08,03:30:00,Couve,4,35.96,21.27,85.14
2024-12-08,04:00:00,Alface Roxa,1,41.55,21.74,86.19
2024-12-08,04:00:00,Rúcula,2,38.18,21.74,86.19
2024-12-08,04:00:00,Cebolinha,3,33.26,21.74,86.19
2024-12-08,04:00:00,Couve,4,35.19,21.74,86.19
2024-12-08,04:30:00,Alface Roxa,1,41.31,22.77,88.0
2024-12-08,04:30:00,Rúcula,2,37.22,22.77,88.0
2024-12-08,04:30:00,Cebolinha,3,32.45,22.77,88.0
2024-12-08,04:30:00,Couve,4,34.89,22.77,88.0
2024-12-08,05:00:00,Alface Roxa,1,40.34,21.57,74.22
2024-12-08,05:00:00,Rúcula,2,36.76,21.57,74.22
2024-12-08,05:00:00,Cebolinha,3,31.94,21.57,74.22
2024-12-08,05:00:00,Couve,4,33.94,21.57,74.22
2024-12-08,05:30:00,Alface Roxa,1,39.42,21.72,82.93
2024-12-08,05:30:00,Rúcula,2,36.42,21.72,82.93
2024-12-08,05:30:00,Cebolinha,3,30.96,21.72,82.93
2024-12-08,05:30:00,Couve,4,33.7,21.72,82.93
2024-12-08,06:00:00,Alface Roxa,1,38.79,24.61,69.8
2024-12-08,06:00:00,Rúcula,2,36.09,24.61,69.8
2024-12-08,06:00:00,Cebolinha,3,30.34,24.61,69.8
2024-12-08,06:00:00,Couve,4,33.2,24.61,69.8
2024-12-08,06:30:00,Alface Roxa,1,38.09,25.02,69.49
2024-12-08,06:30:00,Rúcula,2,35.38,25.02,69.49
2024-12-08,06:30:00,Cebolinha,3,29.24,25.02,69.49
2024-12-08,06:30:00,Couve,4,32.12,25.02,69.49
2024-12-08,07:00:00,Alface Roxa,1,73.86,25.54,76.15
2024-12-08,07:00:00,Rúcula,2,73.28,25.54,76.15
2024-12-08,07:00:00,Cebolinha,3,75.23,25.54,76.15
2024-12-08,07:00:00,Couve,4,70.28,25.54,76.15
2024-12-08,07:30:00,Alface Roxa,1,73.7,25.05,70.03
2024-12-08,07:30:00,Rúcula,2,73.17,25.05,70.03
2024-12-08,07:30:00,Cebolinha,3,75.12,25.05,70.03
2024-12-08,07:30:00,Couve,4,70.14,25.05,70.03
2024-12-08,08:00:00,Alface Roxa,1,73.45,25.41,70.75
2024-12-08,08:00:00,Rúcula,2,72.92,25.41,70.75
2024-12-08,08:00:00,Cebolinha,3,74.8,25.41,70.75
2024-12-08,08:00:00,Couve,4,69.88,25.41,70.75
2024-12-08,08:30:00,Alface Roxa,1,73.21,24.67,69.46
2024-12-08,08:30:00,Rúcula,2,72.65,24.67,69.46
2024-12-08,08:30:00,Cebolinha,3,74.5,24.67,69.46
2024-12-08,08:30:00,Couve,4,69.63,24.67,69.46
2024-12-08,09:00:00,Alface Roxa,1,72.5,25.16,74.63
2024-12-08,09:00:00,Rúcula,2,72.1,25.16,74.63
2024-12-08,09:00:00,Cebolinha,3,73.81,25.16,74.63
2024-12-08,09:00:00,Couve,4,69.18,25.16,74.63
2024-12-08,09:30:00,Alface Roxa,1,71.97,25.53,77.4
2024-12-08,09:30:00,Rúcula,2,71.48,25.53,77.4
2024-12-08,09:30:00,Cebolinha,3,73.02,25.53,77.4
2024-12-08,09:30:00,Couve,4,68.45,25.53,77.4
2024-12-08,10:00:00,Alface Roxa,1,71.2,25.14,63.96
2024-12-08,10:00:00,Rúcula,2,70.55,25.14,63.96
2024-12-08,10:00:00,Cebolinha,3,72.42,25.14,63.96
2024-12-08,10:00:00,Couve,4,67.49,25.14,63.96
2024-12-08,10:30:00,Alface Roxa,1,70.53,24.47,75.68
2024-12-08,10:30:00,Rúcula,2,70.09,24.47,75.68
2024-12-08,10:30:00,Cebolinha,3,71.86,24.47,75.68
2024-12-08,10:30:00,Couve,4,67.0,24.47,75.68
2024-12-08,11:00:00,Alface Roxa,1,69.95,24.95,76.13
2024-12-08,11:00:00,Rúcula,2,69.35,24.95,76.13
2024-12-08,11:00:00,Cebolinha,3,71.29,24.95,76.13
2024-12-08,11:00:00,Couve,4,66.51,24.95,76.13
2024-12-08,11:30:00,Alface Roxa,1,68.35,25.12,60.53
2024-12-08,11:30:00,Rúcula,2,68.08,25.12,60.53
2024-12-08,11:30:00,Cebolinha,3,69.66,25.12,60.53
2024-12-08,11:30:00,Couve,4,64.99,25.12,60.53
2024-12-08,12:00:00,Alface Roxa,1,66.99,26.1,49.72
2024-12-08,12:00:00,Rúcula,2,66.51,26.1,49.72
2024-12-08,12:00:00,Cebolinha,3,68.06,26.1,49.72
2024-12-08,12:00:00,Couve,4,63.97,26.1,49.72
2024-12-08,12:30:00,Alface Roxa,1,65.71,25.64,41.73
2024-12-08,12:30:00,Rúcula,2,64.87,25.64,41.73
2024-12-08,12:30:00,Cebolinha,3,65.93,25.64,41.73
2024-12-08,12:30:00,Couve,4,62.51,25.64,41.73
2024-12-08,13:00:00,Alface Roxa,1,64.84,24.66,52.31
2024-12-08,13:00:00,Rúcula,2,63.82,24.66,52.31
2024-12-08,13:00:00,Cebolinha,3,65.18,24.66,52.31
2024-12-08,13:00:00,Couve,4,61.82,24.66,52.31
2024-12-08,13:30:00,Alface Roxa,1,63.77,24.76,58.47
2024-12-08,13:30:00,Rúcula,2,62.67,24.76,58.47
2024-12-08,13:30:00,Cebolinha,3,64.53,24.76,58.47
2024-12-08,13:30:00,Couve,4,60.85,24.76,58.47
2024-12-08,14:00:00,Alface Roxa,1,62.31,27.84,42.86
2024-12-08,14:00:00,Rúcula,2,60.02,27.84,42.86
2024-12-08,14:00:00,Cebolinha,3,62.93,27.84,42.86
2024-12-08,14:00:00,Couve,4,58.9,27.84,42.86
2024-12-08,14:30:00,Alface Roxa,1,60.61,26.6,58.06
2024-12-08,14:30:00,Rúcula,2,57.41,26.6,58.06
2024-12-08,14:30:00,Cebolinha,3,60.79,26.6,58.06
2024-12-08,14:30:00,Couve,4,56.53,26.6,58.06
2024-12-08,15:00:00,Alface Roxa,1,58.8,26.41,56.72
2024-12-08,15:00:00,Rúcula,2,54.37,26.41,56.72
2024-12-08,15:00:00,Cebolinha,3,57.94,26.41,56.72
2024-12-08,15:00:00,Couve,4,54.75,26.41,56.72
2024-12-08,15:30:00,Alface Roxa,1,57.52,24.17,43.36
2024-12-08,15:30:00,Rúcula,2,52.82,24.17,43.36
2024-12-08,15:30:00,Cebolinha,3,56.42,24.17,43.36
2024-12-08,15:30:00,Couve,4,53.53,24.17,43.36
2024-12-08,16:00:00,Alface Roxa,1,55.07,25.6,47.89
2024-12-08,16:00:00,Rúcula,2,49.66,25.6,47.89
2024-12-08,16:00:00,Cebolinha,3,54.21,25.6,47.89
2024-12-08,16:00:00,Couve,4,51.02,25.6,47.89
2024-12-08,16:30:00,Alface Roxa,1,52.59,27.48,53.17
2024-12-08,16:30:00,Rúcula,2,46.49,27.48,53.17
2024-12-08,16:30:00,Cebolinha,3,51.66,27.48,53.17
2024-12-08,16:30:00,Couve,4,48.0,27.48,53.17
2024-12-08,17:00:00,Alface Roxa,1,49.35,27.37,51.34
2024-12-08,17:00:00,Rúcula,2,44.18,27.37,51.34
2024-12-08,17:00:00,Cebolinha,3,48.26,27.37,51.34
2024-12-08,17:00:00,Couve,4,44.74,27.37,51.34
2024-12-08,17:30:00,Alface Roxa,1,46.59,25.84,50.18
2024-12-08,17:30:00,Rúcula,2,41.81,25.84,50.18
2024-12-08,17:30:00,Cebolinha,3,45.08,25.84,50.18
2024-12-08,17:30:00,Couve,4,42.17,25.84,50.18
2024-12-08,18:00:00,Alface Roxa,1,46.38,20.88,73.56
2024-12-08,18:00:00,Rúcula,2,41.44,20.88,73.56
2024-12-08,18:00:00,Cebolinha,3,44.97,20.88,73.56
2024-12-08,18:00:00,Couve,4,41.88,20.88,73.56
2024-12-08,18:30:00,Alface Roxa,1,45.83,22.36,81.94
2024-12-08,18:30:00,Rúcula,2,41.03,22.36,81.94
2024-12-08,18:30:00,Cebolinha,3,44.63,22.36,81.94
2024-12-08,18:30:00,Couve,4,41.47,22.36,81.94
2024-12-08,19:00:00,Alface Roxa,1,45.42,22.41,80.05
2024-12-08,19:00:00,Rúcula,2,40.76,22.41,80.05
2024-12-08,19:00:00,Cebolinha,3,44.19,22.41,80.05
2024-12-08,19:00:00,Couve,4,41.2,22.41,80.05
2024-12-08,19:30:00,Alface Roxa,1,44.94,22.73,70.55
2024-12-08,19:30:00,Rúcula,2,40.43,22.73,70.55
2024-12-08,19:30:00,Cebolinha,3,43.76,22.73,70.55
2024-12-08,19:30:00,Couve,4,40.77,22.73,70.55
2024-12-08,20:00:00,Alface Roxa,1,44.71,20.38,86.79
2024-12-08,20:00:00,Rúcula,2,40.27,20.38,86.79
2024-12-08,20:00:00,Cebolinha,3,43.38,20.38,86.79
2024-12-08,20:00:00,Couve,4,40.62,20.38,86.79
2024-12-08,20:30:00,Alface Roxa,1,44.36,22.54,81.31
2024-12-08,20:30:00,Rúcula,2,39.97,22.54,81.31
2024-12-08,20:30:00,Cebolinha,3,43.06,22.54,81.31
2024-12-08,20:30:00,Couve,4,40.12,22.54,81.31
2024-12-08,21:00:00,Alface Roxa,1,44.15,22.17,70.1
2024-12-08,21:00:00,Rúcula,2,39.4,22.17,70.1
2024-12-08,21:00:00,Cebolinha,3,42.42,22.17,70.1
2024-12-08,21:00:00,Couve,4,39.93,22.17,70.1
2024-12-08,21:30:00,Alface Roxa,1,43.8,22.08,84.54
2024-12-08,21:30:00,Rúcula,2,38.69,22.08,84.54
2024-12-08,21:30:00,Cebolinha,3,41.72,22.08,84.54
2024-12-08,21:30:00,Couve,4,39.63,22.08,84.54
2024-12-08,22:00:00,Alface Roxa,1,43.1,21.02,71.55
2024-12-08,22:00:00,Rúcula,2,37.98,21.02,71.55
2024-12-08,22:00:00,Cebolinha,3,41.57,21.02,71.55
2024-12-08,22:00:00,Couve,4,39.38,21.02,71.55
2024-12-08,22:30:00,Alface Roxa,1,42.5,21.31,71.03
2024-12-08,22:30:00,Rúcula,2,37.75,21.31,71.03
2024-12-08,22:30:00,Cebolinha,3,40.88,21.31,71.03
2024-12-08,22:30:00,Couve,4,39.17,21.31,71.03
2024-12-08,23:00:00,Alface Roxa,1,42.27,23.29,79.8
2024-12-08,23:00:00,Rúcula,2,37.34,23.29,79.8
2024-12-08,23:00:00,Cebolinha,3,40.1,23.29,79.8
2024-12-08,23:00:00,Couve,4,38.45,23.29,79.8
2024-12-08,23:30:00,Alface Roxa,1,42.03,21.97,81.99
2024-12-08,23:30:00,Rúcula,2,36.6,21.97,81.99
2024-12-08,23:30:00,Cebolinha,3,39.65,21.97,81.99
2024-12-08,23:30:00,Couve,4,38.15,21.97,81.99
2024-12-09,00:00:00,Alface Roxa,1,41.43,21.97,73.41
2024-12-09,00:00:00,Rúcula,2,35.76,21.97,73.41
2024-12-09,00:00:00,Cebolinha,3,39.32,21.97,73.41
2024-12-09,00:00:00,Couve,4,37.88,21.97,73.41
2024-12-09,00:30:00,Alface Roxa,1,40.78,23.98,76.92
2024-12-09,00:30:00,Rúcula,2,35.14,23.98,76.92
2024-12-09,00:30:00,Cebolinha,3,38.46,23.98,76.92
2024-12-09,00:30:00,Couve,4,37.64,23.98,76.92
2024-12-09,01:00:00,Alface Roxa,1,40.14,22.07,76.85
2024-12-09,01:00:00,Rúcula,2,34.89,22.07,76.85
2024-12-09,01:00:00,Cebolinha,3,37.78,22.07,76.85
2024-12-09,01:00:00,Couve,4,36.78,22.07,76.85
2024-12-09,01:30:00,Alface Roxa,1,39.45,21.87,88.6
2024-12-09,01:30:00,Rúcula,2,34.47,21.87,88.6
2024-12-09,01:30:00,Cebolinha,3,37.53,21.87,88.6
2024-12-09,01:30:00,Couve,4,35.9,21.87,88.6
2024-12-09,02:00:00,Alface Roxa,1,39.14,21.62,78.26
2024-12-09,02:00:00,Rúcula,2,33.79,21.62,78.26
2024-12-09,02:00:00,Cebolinha,3,36.72,21.62,78.26
2024-12-09,02:00:00,Couve,4,35.61,21.62,78.26
2024-12-09,02:30:00,Alface Roxa,1,38.91,20.19,71.53
2024-12-09,02:30:00,Rúcula,2,33.0,20.19,71.53
2024-12-09,02:30:00,Cebolinha,3,36.52,20.19,71.53
2024-12-09,02:30:00,Couve,4,35.12,20.19,71.53
2024-12-09,03:00:00,Alface Roxa,1,38.31,21.61,79.03
2024-12-09,03:00:00,Rúcula,2,32.72,21.61,79.03
2024-12-09,03:00:00,Cebolinha,3,36.09,21.61,79.03
2024-12-09,03:00:00,Couve,4,34.32,21.61,79.03
2024-12-09,03:30:00,Alface Roxa,1,37.84,20.34,86.41
2024-12-09,03:30:00,Rúcula,2,31.85,20.34,86.41
2024-12-09,03:30:00,Cebolinha,3,35.4,20.34,86.41
2024-12-09,03:30:00,Couve,4,34.02,20.34,86.41
2024-12-09,04:00:00,Alface Roxa,1,37.34,23.32,80.4
2024-12-09,04:00:00,Rúcula,2,31.02,23.32,80.4
2024-12-09,04:00:00,Cebolinha,3,34.36,23.32,80.4
2024-12-09,04:00:00,Couve,4,33.49,23.32,80.4
2024-12-09,04:30:00,Alface Roxa,1,36.86,22.42,70.98
2024-12-09,04:30:00,Rúcula,2,30.44,22.42,70.98
2024-12-09,04:30:00,Cebolinha,3,34.06,22.42,70.98
2024-12-09,04:30:00,Couve,4,33.28,22.42,70.98
2024-12-09,05:00:00,Alface Roxa,1,35.99,20.74,71.95
2024-12-09,05:00:00,Rúcula,2,29.38,20.74,71.95
2024-12-09,05:00:00,Cebolinha,3,33.21,20.74,71.95
2024-12-09,05:00:00,Couve,4,32.7,20.74,71.95
2024-12-09,05:30:00,Alface Roxa,1,35.15,22.32,84.14
2024-12-09,05:30:00,Rúcula,2,29.01,22.32,84.14
2024-12-09,05:30:00,Cebolinha,3,32.61,22.32,84.14
2024-12-09,05:30:00,Couve,4,31.84,22.32,84.14
2024-12-09,06:00:00,Alface Roxa,1,34.53,25.84,75.65
2024-12-09,06:00:00,Rúcula,2,28.69,25.84,75.65
2024-12-09,06:00:00,Cebolinha,3,31.47,25.84,75.65
2024-12-09,06:00:00,Couve,4,30.77,25.84,75.65
2024-12-09,06:30:00,Alface Roxa,1,33.89,24.38,77.89
2024-12-09,06:30:00,Rúcula,2,27.89,24.38,77.89
2024-12-09,06:30:00,Cebolinha,3,30.94,24.38,77.89
2024-12-09,06:30:00,Couve,4,30.42,24.38,77.89
2024-12-09,07:00:00,Alface Roxa,1,77.06,24.44,67.58
2024-12-09,07:00:00,Rúcula,2,85.62,24.44,67.58
2024-12-09,07:00:00,Cebolinha,3,78.8,24.44,67.58
2024-12-09,07:00:00,Couve,4,88.18,24.44,67.58
2024-12-09,07:30:00,Alface Roxa,1,77.0,24.43,69.2
2024-12-09,07:30:00,Rúcula,2,85.53,24.43,69.2
2024-12-09,07:30:00,Cebolinha,3,78.71,24.43,69.2
2024-12-09,07:30:00,Couve,4,88.09,24.43,69.2
2024-12-09,08:00:00,Alface Roxa,1,76.67,25.85,63.98
2024-12-09,08:00:00,Rúcula,2,85.13,25.85,63.98
2024-12-09,08:00:00,Cebolinha,3,78.5,25.85,63.98
2024-12-09,08:00:00,Couve,4,87.72,25.85,63.98
2024-12-09,08:30:00,Alface Roxa,1,76.28,25.22,64.91
2024-12-09,08:30:00,Rúcula,2,84.72,25.22,64.91
2024-12-09,08:30:00,Cebolinha,3,78.01,25.22,64.91
2024-12-09,08:30:00,Couve,4,87.39,25.22,64.91
2024-12-09,09:00:00,Alface Roxa,1,75.97,24.22,78.24
2024-12-09,09:00:00,Rúcula,2,84.48,24.22,78.24
2024-12-09,09:00:00,Cebolinha,3,77.63,24.22,78.24
2024-12-09,09:00:00,Couve,4,87.1,24.22,78.24
2024-12-09,09:30:00,Alface Roxa,1,75.61,24.36,78.13
2024-12-09,09:30:00,Rúcula,2,84.03,24.36,78.13
2024-12-09,09:30:00,Cebolinha,3,77.35,24.36,78.13
2024-12-09,09:30:00,Couve,4,86.7,24.36,78.13
2024-12-09,10:00:00,Alface Roxa,1,74.67,25.83,76.66
2024-12-09,10:00:00,Rúcula,2,83.2,25.83,76.66
2024-12-09,10:00:00,Cebolinha,3,76.65,25.83,76.66
2024-12-09,10:00:00,Couve,4,85.79,25.83,76.66
2024-12-09,10:30:00,Alface Roxa,1,74.22,24.05,71.5
2024-12-09,10:30:00,Rúcula,2,82.55,24.05,71.5
2024-12-09,10:30:00,Cebolinha,3,75.95,24.05,71.5
2024-12-09,10:30:00,Couve,4,85.26,24.05,71.5
2024-12-09,11:00:00,Alface Roxa,1,73.8,24.9,68.41
2024-12-09,11:00:00,Rúcula,2,81.89,24.9,68.41
2024-12-09,11:00:00,Cebolinha,3,75.26,24.9,68.41
2024-12-09,11:00:00,Couve,4,84.58,24.9,68.41
2024-12-09,11:30:00,Alface Roxa,1,72.48,25.93,73.4
2024-12-09,11:30:00,Rúcula,2,80.53,25.93,73.4
2024-12-09,11:30:00,Cebolinha,3,74.11,25.93,73.4
2024-12-09,11:30:00,Couve,4,82.84,25.93,73.4
2024-12-09,12:00:00,Alface Roxa,1,71.0,27.24,48.59
2024-12-09,12:00:00,Rúcula,2,78.76,27.24,48.59
2024-12-09,12:00:00,Cebolinha,3,72.62,27.24,48.59
2024-12-09,12:00:00,Couve,4,81.8,27.24,48.59
2024-12-09,12:30:00,Alface Roxa,1,70.1,24.82,43.24
2024-12-09,12:30:00,Rúcula,2,77.87,24.82,43.24
2024-12-09,12:30:00,Cebolinha,3,71.74,24.82,43.24
2024-12-09,12:30:00,Couve,4,80.78,24.82,43.24
2024-12-09,13:00:00,Alface Roxa,1,68.0,25.82,50.09
2024-12-09,13:00:00,Rúcula,2,76.57,25.82,50.09
2024-12-09,13:00:00,Cebolinha,3,70.41,25.82,50.09
2024-12-09,13:00:00,Couve,4,79.21,25.82,50.09
2024-12-09,13:30:00,Alface Roxa,1,66.35,25.56,41.23
2024-12-09,13:30:00,Rúcula,2,74.5,25.56,41.23
2024-12-09,13:30:00,Cebolinha,3,68.95,25.56,41.23
2024-12-09,13:30:00,Couve,4,77.45,25.56,41.23
2024-12-09,14:00:00,Alface Roxa,1,64.46,27.53,40.2
2024-12-09,14:00:00,Rúcula,2,72.93,27.53,40.2
2024-12-09,14:00:00,Cebolinha,3,66.51,27.53,40.2
2024-12-09,14:00:00,Couve,4,75.45,27.53,40.2
2024-12-09,14:30:00,Alface Roxa,1,62.49,27.4,50.35
2024-12-09,14:30:00,Rúcula,2,71.09,27.4,50.35
2024-12-09,14:30:00,Cebolinha,3,63.58,27.4,50.35
2024-12-09,14:30:00,Couve,4,73.71,27.4,50.35
2024-12-09,15:00:00,Alface Roxa,1,60.41,26.48,40.31
2024-12-09,15:00:00,Rúcula,2,67.94,26.48,40.31
2024-12-09,15:00:00,Cebolinha,3,61.08,26.48,40.31
2024-12-09,15:00:00,Couve,4,70.87,26.48,40.31
2024-12-09,15:30:00,Alface Roxa,1,57.69,27.25,47.03
2024-12-09,15:30:00,Rúcula,2,65.91,27.25,47.03
2024-12-09,15:30:00,Cebolinha,3,58.26,27.25,47.03
2024-12-09,15:30:00,Couve,4,68.55,27.25,47.03
2024-12-09,16:00:00,Alface Roxa,1,56.07,24.63,46.27
2024-12-09,16:00:00,Rúcula,2,64.33,24.63,46.27
2024-12-09,16:00:00,Cebolinha,3,57.18,24.63,46.27
2024-12-09,16:00:00,Couve,4,67.04,24.63,46.27
2024-12-09,16:30:00,Alface Roxa,1,54.22,24.57,54.97
2024-12-09,16:30:00,Rúcula,2,62.91,24.57,54.97
2024-12-09,16:30:00,Cebolinha,3,55.39,24.57,54.97
2024-12-09,16:30:00,Couve,4,65.49,24.57,54.97
2024-12-09,17:00:00,Alface Roxa,1,51.41,26.67,42.87
2024-12-09,17:00:00,Rúcula,2,59.73,26.67,42.87
